Level,Main Chapter,Lesson Title,Source Type,Source URL,Content,Token Count,Access,Last Updated,Last Index Time
Foundation,, Script Logging To The System Logs.Txt,text,,"
Understanding Logging  It is possible to log information from a Server Script to the System Logs. This is useful for when you need to see information within the script context, but you are not running the script directly within the Script Editor where you have the console and can use console.log to see your data.Examples of this could include when the script is running as a Job or is triggered by a Workflow or API. These scenarios will be covered later in the course. (Note: Console logs are recorded when running as a job, within the Job Log tool, however, best practice is to utilize the log.XXXX statements.)Simply use ""log."" followed by the level of log you wish to assign.It is up to you to decide based on the context which level you should use.    log.info(""info message"");    log.error(""error message"");    log.warn(""warning message"");    log.verbose(""verbose message"");    log.debug(""debug message"");    log.crit(""critical message"");    log.silly(""silly message"");Remember you can find these methods within the Code Snippets, just search for ""log"" in the cockpit.Within the System Log tool, you can see the logs for each day within the ""Server Script"" menu item on the left:
",265,public,2024-05-16 14:34:35.213524,
Foundation,, Find Download And Install The Sample Applications.Txt,text,,"
Visit the Marketplace, search for and install the 'UI5 Application Samples' product. This package contains 100+ examples of common components in use, each within its own independant application:The value of having these samples installed in your own instance, is to enable you to easily reference them, by opening them and inspecting your desired component(s) running with several different property configurations. For example, you might want to implement a slider within your App. You can find and open the ‘SAMPLE_SLIDER’ sample application, which contains a range of the same UI5 Slider component configured with different properties. Such as with a label, or with steps, in this example:You can then simply copy and paste the component (with its configured properties) into your own application to utilise.This promotes reusability, and is encouraged throughout the development process – you should aim to re-use and reference examples where possible! For reference, the GitHub repo where the apps are stored is found here: https://github.com/neptune-software-marketplace/neptunesoftware-dxp-abb-sampleappsMore information around GitHub CI/CD is available later in the course. It is worth highlighting the sample apps included in this package are also the same ones running within the Portal resources:https://portal.neptune-software.com/launchpad/portal#p9Sample-display 
",277,public,2024-05-16 14:34:35.213980,
Foundation,, Creating And Adding Artifacts To A Development Package.Txt,text,,"
When each component is created, it can be assigned to a package.This is an optional property, and at any time you can assign or remove artifacts to and from packages.There is a 1:1 link between an artifact (EG: an API, an Application, a Tile...) and a package.Here you can see the three above-mentioned tools, each of which has opened a specific artifact, that is assigned to a package.
",87,public,2024-05-16 14:34:35.214407,
Foundation,, Api Testing Using The Platform Tools Api Client And Swagger Ui.Txt,transcription,,hello and welcome back to the Learning in this video will introduce you tools meant for testing apis and by the end of the video you learn how to conveniently test your API before you use them in other areas let's start with the API client once you open the tool you will see a list of all apis with a respective operations let's select a get operation of a table definition API as we can see we start in the request tab and we're presented with the Endpoint parameters and headers in this tab we can modify add or remove both parameters and headers if you head back to the API designer you will see that the operation setup is reflected in the API client this means that if you add a request body and additional parameter or a header it will be available in the API client as we can see the main tab has changed as quickly reset the API now let's click send to trigger the API since we did not include any parameters the results we get are all entries of the table we can confirm this by opening the table browser and selecting the corresponding table now let's execute a straightforward query if we enter retrieve all entries with a specific age and display only the name an ID here's what we do we return to the request tab then in the word parameter we indicate the field for age along with the desired value in the select parameter we list the fields we want to obtain from the table in this case name an ID if we had back to the table browser and select our table will notice that the correct entry has been Returned if you want to preserve the changes made in the request tab consider creating a variant this allows you to reuse your modifications when never needed for a given operation now let's explore another API testing tool the swagger UI similar to the API client we use swagger to test our apis here we presented with the list of all apis when we select the specific API we can view its operations the base URL with its swagger config all definitions headers and parameters note that this tool is also available within the app designer it assists in testing the API you wish to use before integrating it into your application that's it for this lesson see you next time,421,public,2024-05-16 14:34:35.215372,
Foundation,, Dxp Demo Launchpad Example.Txt,transcription,,let's visit the DSP demo we can sign in as this demo visitor this is a user and password that's pre-populated here so you can log in straight away here we have a range of applications for different use cases each of these have been built by different people within Neptune and added here into a central Launchpad this is the classic E-Learning example with the demo video here in bedded the sales operation portal is an adaptive framework demo these are applications running on top of tiles with applications that you can action as well opening the sales orders shows you a different type of application that incorporates a side panel the executive dashboard is another launch pad that loads inside of the container the logistics delivery management is a single application with an integrated map as you can see on the left here all the applications we've opened so far are stacking up you press this button you can see all the active apps and all the other apps within the page the production quality management group opens here and we can see that there's a concern razor this allows you to select a number of pieces of data scanning a barcode to create a concern which can then be viewed within the concerned viewer this time has live statistics about the number of concerns within the system have a look around to see all the different demos in here there's documentation built in to each tile,260,public,2024-05-16 14:34:35.216089,
Foundation,, Editing Updating And Saving Data Via A Form Api.Txt,transcription,,hello and welcome to desi learning video in this session I will show you how to update a table record from an application using an API I will use the data integration application and the same API that we have used in the previous videos switch the app to edit mode and run it in designer currently the application is getting the data from the table using an API and displays the additional information about a selected product within a second page in this session we want to edit the probability and update the record in the table using an API first within the product details page we need to replace the text components within the form with input fields to do so I will delete the current components within the form and use the wizard but this time I will insert the fields in edit mode select the fields and press create then I will set the editable property of the form to true so the labels will be aligned with the input Fields within the 4 activate and now all the product details can be edited next I will drag and drop a bar content into the product details page and set its position to footer followed by a bar content with its position set the middle now that the page has a footer I can drag and drop a button which will be used to update the product details give it a name and set this type to accept activate to preview the changes I will now rename the existing API to rest API get products which is used to get the data from the table then I will drag and drop another API rename it to rest API update product and connect it to the Post operation of the product API so we can post the new product details now we can drag and drop a JavaScript file and start writing the logic I will start by defining a function called update product details and within this function I will create an empty object which will store the updated product information then the final data dot I'd will retrieve the product ID from the model of the simple form I will then use the final data dot product name which is the corresponding property name in the table and assign it the value of the product name input field the same logic is applied to the description serial number and quantity next I will create an options object with the data properties set to final data the options will be used as the payload for the API call to update the product details finally we call the API rest update product details and passing the options activate and within the press event of the bottom we can call the update product details function to trigger the logic save activate a list of the logic open the first product and let's edit the product name press the update details button navigate back to the products page and activate the app as you can see the product name has been successfully updated now let's go step further and enhance the user experience to inform the user about the success event and automatically update the table when the user navigates back to the product page wise the Ajax success event of the update product API using the message dose from the code snippets I will notify the user that the product details have been successfully updated therefore when the API call is successful the user will be informed to a master's toast to automatically reflect the changes within the products table within the nav button press event of the product details page before the navigation I will call the get products API so it will retrieve the records again and update the table with the latest changes save activate and now when any of the product details are changed the user is informed and the table reflects the latest update of the product well done now you know how to update a table record from an application using an API see you in the next lesson goodbye,704,public,2024-05-16 14:34:35.216938,
Foundation,, App Settings Moving From Sandbox To Account.Txt,transcription,,also up here you can find your application settings as well as the ability to export your app to the open edition or the SAP edition as a far which you can then import if we select app settings will be able to switch our application from our sandbox to one of our assigned accounts by running through this change wizard we can choose to move or copy the application along with choosing what we wish to do with the test data associated with this app in this case will create a new copy inside of our main account,99,public,2024-05-16 14:34:35.217468,
Foundation,, Launchpad Documentation.Txt,text,,"
Launchpad Documentation Link - Please read through this documentation page to learn about the concept of the Launchpad:https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/launchpad-concept.htmlSecurity and Roles will be covered later in the course.
",61,public,2024-05-16 14:34:35.217825,
Foundation,, Promotional Overview Video.Txt,text,,"
https://www.youtube.com/watch?v=9MVEtnRieIQYou can watch this short promotional video around the Adaptive Framework, to give yourself an idea of what the Adaptive Framework is, and what templates are available to use with it! A full introduction is coming up next.
",59,public,2024-05-16 14:34:35.218199,
Foundation,"Setup, Overview, Development Package & Marketplace Essentials",First look - How to navigate the Developer Cockpit,doc,,"There is a search bar at the top of the cockpit - This searches for tools and artifacts by default, so anything that has been created within the system. You can click into the search bar and search for any tool or artifact.
 

Here ”Tool"" is being searched for:


Note only the following categories are searched through:

There is a switch to change to search the Documentation website instead.
Here you can see the results when the Document Search is enabled:

Tiles can be marked with a star to be saved into the 'Favourites' group in the cockpit (they also appear in the drop down of the search results!):

Open apps appear on the left bar, the menu can be expanded and collapsed to view the names of the tools:
 


 
Recommendations will be presented in the bottom left of the cockpit when similar tools might be useful to complete your current development process:
 
It is possible to change your user settings in the top right - to adjust the position of the action buttons for example, from defaulting to the right had side of the screen, to the left instead! Useful when working on a larger screen. You can also swap between Light and Dark mode:

Enhancement: There is now an option in the user settings menu to change how editors are opened, i.e. tab or window.
This effects the behaviour of the App Designer, Adaptive Designer, Script Editor (and others), which open in their own browser instance.

",288,public,2024-05-16 14:34:35.218776,
Foundation,, Code Snippets Create Your Own Download From The Marketplace.Txt,text,,"
The Marketplace offers a range of code snippets that you might find useful whilst developing. You are also encouraged to make your own ones that you find yourself using frequently. They will be available to all users with the allowed ACL permissions to the Code Snippets tool.Marketplace Product:When installed, they will be visible within the Code Snippet tool - and available within the right-click context menu within the App Designer or Script Editor:
",86,public,2024-05-16 14:34:35.219089,
Foundation,, Dxp Demo Advantages.Txt,text,,"
The DXP Demo is a useful example to understand the look and feel of applications built using the UI5 framework when running within the Neptune context.These demos have specifically been built to utilize a range of common components and are based on real-life use cases.All the DXP Demo examples are available for download within the Marketplace, so you can run the applications and processes yourself, adjusting and re-using to your convenience.The UI5 documentation and library contains many other examples that are useful to familiarise yourself with, and to understand the capabilities and limitations of the framework. EG:https://sapui5.hana.ondemand.com/test-resources/sap/m/demokit/cart/webapp/index.html?sap-ui-theme=sap_horizon_dark
",148,public,2024-05-16 14:34:35.219458,
Foundation,, What Who Is Naia.Txt,text,,"
Naia is the Neptune AI Assistant. It is embedded within version 23 onwards. It is designed to help with many tasks across the platform. You can open the Naia chat window within the Cockpit, App Designer, Script Editor, and more. Naia buttons are also integrated into several tools within the Cockpit, to help generate code, data, and color schemes.You can chat with Naia, asking questions about the platform, both technically and at a high level. Naia has access to data from the Neptune Documentation, a history of community blog posts and solutions from our Support portal, that it uses to help formulate answers.Naia can help you create applications with several automations, that can generate UI components and charts - or help you configure or change components and their properties more easily.Generating or refining code is simple with Naia.Naia can also help you across the Cockpit, by generating email templates for example!We recommend reading through the documentation page for Naia.https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/naia.htmlJust like the App Builder, Naia is hosted within the DXP Portal - but runs within your instance. This means that each time you load your instance there can be new functionality!
",264,public,2024-05-16 14:34:35.219854,
Foundation,Media Library,doc,doc,,"Media Library video script & flow


Script:

Hello and welcome to this eLearning video. In this session I will guide you through the Media Library, where you will learn about the processes of uploading, organizing, importing, exporting, and deleting media files.
 
The Media Library acts as a storage hub for various file types, such as: images, videos, scripts, and more. Its main purpose is to store the files and have them ready to use at every stage of the development process.
 
With that being said, let’s jump into the cockpit and open the Media Library. 
 
The Root folder is on the left panel, and will contain all the folders and subfolders that will be created. 
Folder actions are located at the top, such as: delete, edit, create, collapse and expand. 
 
Moving on to the centre panel, where the files from the folders will be displayed and you can also interact with them.
On the top of the centre panel you can filter, search and update the files, as well as having the option to exclude the subfolders from search. 
 
At the top-right of the screen you can import files or zip files, and you can export the files from the Media Library. 
 
Now, let’s select the root folder, and add a new folder. Give it a name and save. 
 
Within this folder, you can import one file at a time, or you can import multiple files in one go. 
 
Clicking on the image, will open the file in a new tab, and the link button will copy the link of the file in the clipboard. So if I paste it in a new tab the file will be displayed. 
 
To delete files, click on the x button at the end of each row. 
 
You can import zip files in one go, as well as export the folder with all the media files as a zip. 
 
The edit button allows you to change the name of the folder, and to assign the folder to a development package. 
 
Select the folder and click add, to create a subfolder. 
 
You can browse through the media files using the search bar, having the option to exclude the subfolders from the search.
 
And finally, to delete a folder, you need to select it and press the delete button. 
 
Well done! Now you know how to use the Media Library! 
 
See you in the next lesson! Goodbye!















Flow:


Introduction to the Tool - what is it and its use and where to find it. 
Folder&Sub-folder creation/edit and mention assignment to development package.
Importing files.
Export/Import to zip.

Moving to the pre-build app: 

Assign images from Media Library to the image components:



Next page - bind the images from the list, since the API Designer topic will be covered. (Image source from the table are coming from Media Library):















Moving on to the Launchpad - add a background image to the Launchpad. 





Add images to the Tiles.





",607,public,2024-05-16 14:34:35.220606,
Foundation,API Designer,What are APIs and what are RESTAPIs,doc,,"Before you start this module, it's important that you have a basic understanding of APIs, with a particular focus on REST APIs.

What are APIs?

An API (Application Programming Interface) is a set of rules that allows different software applications to communicate with each other. It acts like a bridge between a website or app and a user, enabling them to send and receive information. For example, when you search for a TV on a web shop, you're using an API to tell the server what you're looking for. The server then uses the API to understand your request, find the information about TVs that match your search, and send this information back to you.




When you browse through a web shop and search for a specific product, such as a TV, you are essentially requesting from the server. The server processes your request and returns a response based on the parameters of your request, which could include TVs made from brands A and B, with a size of 32 inches, and so on. You can also make requests without parameters, to get all the TV’s for example!

APIs: Not the Server or Database

It's important to remember that an API is not the database that stores the information, nor is it the server that houses the database. Instead, think of an API as a messenger that takes your request, tells the server, waits for the server's response, and then brings that response back to you.

Introduction to REST APIs

Among the various types of APIs, such as SOAP, GraphQL, and WebSocket, REST APIs are the most common. They work over the internet using HTTP requests to perform operations on data. These operations include creating, reading, updating, and deleting records—a set often referred to as CRUD. 

REST APIs use specific HTTP methods to handle these operations (more are available, ):

    GET: Retrieves data from the server. Like when you read information about a product on a website.
    POST: Sends data to the server to create a new item. Like when you sign up on a website, creating a new user profile.
    PUT: Updates existing data on the server. It's like editing your profile information.
    DELETE: Removes data from the server. Like deleting a post or a comment.

Why REST APIs Are Special: Stateless Communication

One key principle of REST APIs is statelessness. This means that every request from your application to the server must include all the information the server needs to understand and fulfill the request. The server doesn't remember anything from previous requests. This makes the system more reliable and scalable because the server doesn't need to keep track of any state or session information.

In Summary

Understanding APIs, especially REST APIs, is crucial for developing applications that interact with the web. APIs are the communication layer that enables you to perform actions on the web, like searching for products, signing up for services, or posting messages. By mastering APIs, you open a world of possibilities for what your applications can do.
",597,public,2024-05-16 14:34:35.221408,
Foundation,, Fiori Design Guidelines.Txt,text,,"
Links to these resources are included in the previous lessons, it is important to understand the importance of learning about the guidelines for implementation of the components you are utilizing within your applications. There are best-case components for different scenarios - you should account for optimizing the experience for your end users, using your applications, based on the guidelines here:https://experience.sap.com/fiori-design-web/
",78,public,2024-05-16 14:34:35.221769,
Foundation,, Next Up.Txt,text,,"
Over the next few chapters of the course, you will start building your own applications using the new tools you have just learned about. The focus will start with the no-code tools, which are optimized for designing and building the front-end (interfaces) of applications.The App Builder - Released 2022 - Allows you to use drag and drop to assemble multi-screen applications, using different components. There are a number of handy features that will be covered in the dedicated chapter about this tool.Currently, the App Builder allows you to add 'mock', or 'test' data, which is static and can be used to generate responsive Tables and Lists.The apps built using this tool should be exported when they reach the end of their design process, to then be imported and integrated into your own instance of the platform.The Adaptive Framework - Is data-driven and relies on Templates combined with a data source (connector) to create the front end of the apps. These applications work off live database tables.
",196,public,2024-05-16 14:34:35.222174,
Foundation,, Building Your First New App With Common Components Using Navigation Events.Txt,transcription,,hello and welcome to this Hill learning video in this session I'll walk you through the process of building a simple application in the app designer using some common components from the cockpit open the app designer and press new to create a new application give it a name and save from the resources we drag and drop an app component and the page save activate and press run in designers to preview the changes now let's give this page of title on the properties of the page scroll down and locate the title where you can type the preferred title for this page and then press activate the preview the change to change the title position locate the title alignment property and set it to center no let's have a footer to the page again from the resources we drag and drop a bar component into the page and set its position to footer then we add a bar content to the filter and set its position to Middle so the content that we will add in this component will be displayed in the middle of the footer activate and the form page now has a footer let's continue by adding a form to the page from the resources with drag and drop a simple form component into the page followed by adding a label and an input field into the simple form an input field needs a label to provide context and guidance to users regarding the information expected to be entered in this case we set the text of the label to first name so the users will be expected to type their first name into the input field then we set the form editable property to true so the labels will be aligned within the four now let's rename the components to keep everything organised since we will be adding some more labels and input Fields which component has attributes properties and events or a combination of these when you click on them you will be presented with a popover offering additional information about the functionality of it additionally next to the components name the reason I can which redirects you to the documentation page of the component coming back to the application if we set the required property of the input to true and then activate the input field will be marked as a required you can make use of the placeholder to give hints on what data should be entered for example insert your first name activate and now you can preview the change now let's add another two fields to capture the age but this time I will duplicate the two fields and rename them to speed up development select the components right click and Press duplicate now rename them and adjust the text and placeholder activate and now we have a page with a form to capture the user's name and the age if you make a mistake for example I drag an input field into the form which I don't need you can easily revert this by using the undo button let's move on and add a submit button into the footer of the page we drag and drop a button from the resources into the middle content of the footer and rename it the button has the president which is fired when the user clicks it will make his of this event in a few moments but for now let's select an icon for this button give it a text to display and we can also select a type from the list activate and the button is available now this page is completed the next step is to use the submit button to navigate to another page to do so we drag a second page into the app and rename it to page success from the president of the bottom we select JavaScript and I will use the app.to and the name of the page that we want to navigate to which in our case is page success this enables the navigation to new page activate and now when the button is clicked the press event will be triggered and the app will navigate to the new page let's give this page a title page success and activate you can now go to the page success but there is no button to return to the first page to fix this just set the Shauna button property to true this property will render a back button on the top left of the page and then you can use the nav button press event to go back to the previous page with app back to page and the name of the page activate and then you can fill out the form press submit and you'll be taken to the next page with an easy way to go back to the first one well done you have built your first application in the app designer see you in the next lesson goodbye,853,public,2024-05-16 14:34:35.223004,
Foundation,, The Open Ui5 Framework Video.Txt,transcription,,open UI 5 is used as the foundation for all the UI components and their functionalities for example here we can see the name of the component sap dot em dot date picker which in the application designer will be named oh date picker by default on the page this component is an input field that when clicked or tapped on will open a calendar that allows the user to select a date we can build on this example by adding a shell app and Paige as parent components to the date picker and now we see the date picker inside of an app this shell app page structure is the most common foundation for apps within the app designer and this brings us onto learning about aggregations this is a relationship between two UI elements a parent child relationship so the shell app page structure represents an aggregation where you can put as many child components within the page as you want there are aggregations that don't work and will cause errors for example putting a slider component directly within a list will cause an error stating that a slider is not a valid aggregation for a list however a list can contain a number of children such as a standard list item and this won't cause any problems let's have a look at a few more examples of these ui5 components and their aggregations here we have a icon tab bar with three icon tab filters one of which contains a text component in this example we have a menu button which contains a menu component as a child and then within that there are five menu item children even with two of them as sub children to a parent menu item this produces this menu button which reflects the same structure finally here is an example of a table which is built using a sap or m dot table as a parent with a sap dot m.com components as children alongside a column list item which contains 5 text components this structure might be hard to remember but that isn't a problem as lots of these patterns are available at samples or can even be generated automatically using wizards such as with this table next let's Learn about events lots of the components within the ui5 library have events for example a button component has a press event and within the event you can write any JavaScript functionality that you want that will be run every time the button is pressed in this example the button sends the app to the next page sets a lists visibility property to true and then shows a message on the screen a second example is with a search field component which has a live change event and this event will be triggered every time A Change Is Made in the field such as a key being pressed in this event I've implemented a search on a list so each key press updates the list with the search results based on what is typed you can always click on the properties of the components to view information about them so here you can see a description of each event and when it's triggered finally let's Learn about bindings Binding is the ability to link data to specific parts of the UI components so for example we have a list with an object list item child component we can send an array of objects to the lists underlying data model and then within the object list item we combined properties so here we have bound the intro and title properties to the name and customer number keys of Our Data set this results in a list that automatically generates the same number of rows as there are objects in our array with each row showing the values based on the keys that we've bound to having these binding setup means you're components will always reflect the data automatically so here only two objects are Returned instead and you can see the list reflects only these two rows,703,public,2024-05-16 14:34:35.223898,
Foundation,, Download The Example Hr Launchpad.Txt,text,,"

",1,public,2024-05-16 14:34:35.224231,
Foundation,App Designer,Pt,doc,,"Understanding the importance of definitions within the App Designer context.
 
This diagram higlights the Defintion Properties within an API, in the API Designer. It links to the right, where within the App Designer, the Wizard generation tool (within the right-click context menu) is used.
The Tables configured ‘Model Source’ or ‘Model Path’, can choose any operations of any APIs configured within the application
EG:

This then enables the wizard to access the properties associated with that operation, so it can then generate the required components and bindings automatically.


",110,public,2024-05-16 14:34:35.224635,
Foundation,, Sharing Options.Txt,transcription,,up on the top here we have all of our sharing options the Direct link will share a link directly to another person to edit your app builder application and the share button will generate a QR code which you can distribute or alternatively you can copy the link using the buttons on the header which will enable people to see a Live preview of the run mode of your application this preview will automatically capture heat map data and allow you to also capture user feedback,87,public,2024-05-16 14:34:35.225179,
Foundation,, Writing Good Error Messages.Txt,text,,"
Writing good error messages can be the difference between a useable application, and something that confuses and frustrates end users.Here is some guidance on how to write a good error message for your users. 
",42,public,2024-05-16 14:34:35.225585,
Foundation,, Reviewing The Change Logs Release Notes.Txt,text,,"
As you become more familiar with the platform and its tooling, you should pay additional attention to the release notes available within the documentation. Here you can stay up-to-date on all of the fixes and enhancements that are implemented across the platform for each patch.https://docs.neptune-software.com/neptune-dxp-open-edition/23/release-notes/overview.html
",75,public,2024-05-16 14:34:35.225890,
Foundation,, Download Update Required Products From The Marketplace.Txt,text,,"
A range of applications are included by default when you set up the Open Edition. These are the Adaptive Framework Applications and the Launchpad Application.This is to enable functionality out of the box, however, it is highly recommended at this point to download and update these products via the Marketplace, so you are working with the latest stable functionality.Please visit the Marketplace and Install:Neptune DXP - Open Edition LaunchpadAdaptive Framework TemplatesThis will update the following applications:To replace the provided applications with their latest copies.When updates are made to these products when you re-visit the product page in the Marketplace at any time, where you will be able to re-install to the latest version.
",137,public,2024-05-16 14:34:35.226218,
Foundation,, Understanding Data Concepts Objects Arrays Json.Txt,text,,"
Array vs Object DiagramAn Array =A Table, or List, repeating informationAn Object =A single record, such as what is displayed in a form.Often many objects are contained within an arrayWithin an object, there are Key-Value pairs.This is where the column name and data are stored within the structure.What is JSON?Data is stored within the tables as JSON. This is just the name of the structure of the data in its raw form. In the case of the Tables within the platform, this is an array of objects.
",109,public,2024-05-16 14:34:35.226516,
Foundation,API Designer,TablevsExternalAPIs,doc,,"Table Definition and External APIs
Table Definition and External APIs serve similar purposes, both operating under REST API principles. However, Table Definition APIs enable you to create, update, list, and delete your internal data (tables generated from the Table Definition tool). On the other hand, external APIs facilitate connections to external resources such as weather APIs, stock market APIs, and others.


It's important to note that you can develop an external API to interact with your internal tables. However, this process requires specifying endpoints, parameters, definitions, and more. This is precisely why the Table Definition API tool generates these elements for you when selected.
Here we can see how the endpoint for a Table API is configured automatically, running against the domain of the environment, with the endpoints using the table name. Compared to an external API, which is configured manually:



",167,public,2024-05-16 14:34:35.227024,
Foundation,App Designer,App-Designer pt,doc,,"Foundation eLearning – Import App Builder application in App Designer




This document describes the process of importing an App Builder application in the App Deisigner. 

To showcase this functionality, the “My First App!” application from the Marketplace has been used, but you can also use the application built in the App Builder chapter.

Download the “My First App!” from the Marketplace and open the application in the App Designer.




If you've opted to use the application built in the App Builder chapter, click on the “Export to Open Edition” button within the App Builder, and the application file will be downloaded.  



Once the file has been downloaded, open the App Designer, click on ""New From File,"" and select the application file from your machine.


App Designer - Import application from file

Once you've opened the application in the App Designer or imported it from a file, the application will be available for editing in the App Designer.
Note: The application imported into the App Designer remains unchanged, so it will look the same as it did in the App Builder.


App Builder application in the App Designer



Test data
The import functionality also includes any test data assigned to your application within the App Builder. Bindings are preserved, and the data is added to the models of the components at runtime. Therefore, you can easily continue developing the application within the Low-Code environment of the App Designer. It is then possible to swap (disable) the static (hardcoded) test data and integrate an API to request the data at runtime. 

More information around Models and Bindings, along with API integration, is covered in the Foundation - App Designer Part 2 chapter.


App Builder Test Data

Above we can focus on two files that will be present within your imported App Builder application if you have assigned test data to it. The first is a MultiModel component called “TestData”, and the second is a JavaScript file, that runs when the application starts, that sets the data to the MultiModel “TestData”. You can see the JSON stored within the JavaScript file.
Any components, such as the Table in the above example – that point to the model, will utilise their bindings to display the data, just as in ‘Run Mode’ within the App Builder.

Conclusion

In conclusion, the import functionality bridges the gap between the No-Code environment of the App Builder and the Low-Code environment of the App Designer. It enables you to design your application in the App Builder as per your requirements, then seamlessly import it into the App Designer to further enhance it with additional functionality, logic, APIs, server scripts, and more.

",528,public,2024-05-16 14:34:35.227874,
Foundation,, Macos How To Run A Local Copy Of The Neptune Open Edition.Txt,transcription,,to get the open edition up and running simply visit the portal and open the product download tile here you'll be able to download the latest version of the open edition Harry named planet nine and just download it for your correct operating system in this case I've downloaded it from Mac and hear all we need to do is unzip the file and then right click it and say new Terminal at folder if we expand the folder we can see inside is the planet nine Darwin executable if we write slash and press tab we can run this executable it's likely that your standard configuration of your Mac OS will require you to change some security settings to actually run this the first time so it will tell you that it cannot be opened that's ok simply go to your system settings to privacy and security and hit allow anyway go back to the terminal run the command again and hit open you may run into this issue one more time as it runs the note executable allow this again within your privacy and security settings and then run a third time once you see starting engine and that the Instance is gone online you can open a new tab navigate to your localhost on port 8080 and you can then login with admin admin I recommend in the top rights you expand the navigation list by default and ensure that you display application recommendations these recommendations will show when you open a specific application within the cockpit for example the API designer if you expand the side panel here you'll see that it recommends other similar tools,287,public,2024-05-16 14:34:35.228547,
